BLZ;Institutsname;BIC;Host;URL;Ver.;PIN-1;PIN-2;DDV-1;DDV-2;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;Ku-ID;Benutzer;iTAN;UseBLZ;Hinweis;InstitutsnameLang;ValidFrom;RAH-7;RAH-9;RAH-10;IconName
52060208;Kurhessische Landbk Kassel;GENODEF1KS2;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Kurhessische Landbank;;;;;VoBa
52060400;Evangelische Bank Gf Kassel;EKKBDE52XXX;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Evangelische Bank Gf;;;;;VoBa
52060410;Evangelische Bank Kassel;GENODEF1EK1;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Evangelische Bank;;;;;VoBa
52061303;Raiffbk Borken;GENODEF1BOR;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Borken;;;;;VoBa
52062200;VR-Bank Chattengau -alt-;GENODEF1GUB;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR-Bank Chattengau -alt-;;;;;VoBa
52062601;VR PartnerBank;GENODEF1HRV;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR PartnerBank Chattengau-Schwalm-Eder;;;;;VoBa
52063369;VR-Bank Spangenbg-Morschen;GENODEF1SPB;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR-Bank Spangenberg-Morschen;;;;;VoBa
52063550;Raiffeisenbank HessenNord;GENODEF1WOH;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank HessenNord;;;;;VoBa
52064156;Raiffeisenbank Baunatal;GENODEF1BTA;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank;;;;;VoBa
52065220;Raiffeisenbank Calden -alt-;GENODEF1CAL;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank -alt-;;;;;VoBa
52069013;Raiffeisenbank Burghaun;GENODEF1BHN;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Burghaun;;;;;VoBa
52069029;Spar-u Kredit-Bank Gemünden;GENODEF1GMD;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Spar-u. Kredit-Bank;;;;;VoBa
52069065;Raiffbk Langenschwarz -alt-;GENODEF1BUR;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Langenschwarz -alt-;;;;;VoBa
52069103;Raiffbk Trendelburg -alt-;GENODEF1TBG;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Trendelburg -alt-;;;;;VoBa
52069149;Raiffbk Volkmarsen;GENODEF1VLM;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Volkmarsen;;;;;VoBa
52069519;Frankenberger Bank;GENODEF1FBK;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Frankenberger Bank Raiffeisenbank;;;;;VoBa
52070012;Deutsche Bank Kassel;DEUTDEFF520;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
52070024;Deutsche Bank PGK Kassel;DEUTDEDB520;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
52071212;Deutsche Bank Bad Wildungen;DEUTDEFF521;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
52071224;Deutsche Bank PGK Bad Wildu;DEUTDEDB521;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
52080080;Commerzbank Kassel;DRESDEFF520;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
52080085;Commerzbank ITGK1 Kassel;DRESDEFFJ19;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK1;;;;;CoBa
52090000;Kasseler Bank;GENODE51KS1;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Kasseler Bank;;;;;VoBa
52090611;apoBank Kassel;DAAEDED1011;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;apoKennung/Alias;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;30060601;Bitte verwenden Sie Ihre 19stellige apoKennung oder Ihren Alias.;apoBank;;;;;ApoBk
52240006;Commerzbank Eschwege;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
52250030;Sparkasse Werra-Meißner;HELADEF1ESW;banking-hs4.s-fints-pt-hs.de;https://banking-hs4.s-fints-pt-hs.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Werra-Meißner;;ja;;;Spk
52260385;VR-Bank Werra-Meißner;GENODEF1ESW;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR-Bank Werra-Meißner;;;;;VoBa
52270012;Deutsche Bank Eschwege;DEUTDEFF522;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
52270024;Deutsche Bank PGK Eschwege;DEUTDEDB522;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
52350005;Spk Waldeck-Frankenberg;HELADEF1KOR;banking-hs4.s-fints-pt-hs.de;https://banking-hs4.s-fints-pt-hs.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Waldeck-Frankenberg;;ja;;;Spk
52360059;Waldecker Bank Korbach;GENODEF1KBW;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Waldecker Bank;;;;;VoBa
52410300;ReiseBank Frankfurt am Main;RBAGDEF1XXX;;;;;;;;;;;;;;;;;;;;;;;ReiseBank;;;;;
52410310;ReiseBank Gf2 Frankfurt;RBAGDEF1CMI;;;;;;;;;;;;;;;;;;;;;;;ReiseBank Gf2;;;;;
52410400;KEB Hana Bank (Deutschland);KOEXDEFAXXX;;;;;;;;;;;;;;;;;;;;;;;KEB Hana Bank (Deutschland);;;;;
52411000;ReiseBank vorm.Cash Express;CAGBDEF1XXX;;;;;;;;;;;;;;;;;;;;;;;ReiseBank Gf3 vormals Cash Express;;;;;
52411010;ReiseBank vorm.Cash Express;CAGBDEF1CMI;;;;;;;;;;;;;;;;;;;;;;;ReiseBank Gf4 vormals Cash Express;;;;;
52420000;Credit Agricole Deutschland;BSUIDEFFXXX;;;;;;;;;;;;;;;;;;;;;;;Credit Agricole CIB Deutschland;;;;;
52420300;SHINHAN BANK EUROPE Ffm;SHBKDEFFXXX;;;;;;;;;;;;;;;;;;;;;;;SHINHAN BANK EUROPE;;;;;
52420600;Piraeus Bank Frankfurt;ABGRDEFFXXX;;;;;;;;;;;;;;;;;;;;;;;Piraeus Bank Frankfurt Branch;;;;;
52420700;SECB Frankfurt Main;SECGDEFFXXX;;;;;;;;;;;;;;;;;;;;;;;SECB Swiss Euro Clearing Bank;;;;;
52430000;Credit Mutuel - BECM;CMCIDEF1XXX;;;;;;;;;;;;;;;;;;;;;;;Credit Mutuel - BECM - Ndl Deutschland;;;;;
53040012;Commerzbank Fulda;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
53050180;Sparkasse Fulda;HELADEF1FDS;banking-hs2.s-fints-pt-hs.de;https://banking-hs2.s-fints-pt-hs.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Fulda;;ja;;;Spk
53051396;Kreissparkasse Schlüchtern;HELADEF1SLU;banking-hs1.s-fints-pt-hs.de;https://banking-hs1.s-fints-pt-hs.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Kreissparkasse Schlüchtern;;ja;;;Spk
53060180;VR Genossenschaftsbk Fulda;GENODE51FUL;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Genossenschaftsbank Fulda;;;;;VoBa
53061230;VR-Bank NordRhön Hünfeld;GENODEF1HUE;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR-Bank NordRhön;;;;;VoBa
53061313;VR Bk Schlüchtern-Birstein;GENODE51SLU;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank Schlüchtern-Birstein;;;;;VoBa
53062035;Raiffbk Großenlüder;GENODEF1GLU;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank;;;;;VoBa
53062350;Raiffbk Biebergrd-Petersbg;GENODEF1PBG;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Biebergrund-Petersberg;;;;;VoBa
53064023;Raiffeisenbank Flieden;GENODEF1FLN;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank;;;;;VoBa
53070007;Deutsche Bank Fulda;DEUTDEFF530;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
53070024;Deutsche Bank PGK Fulda;DEUTDEDB530;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
53080030;Commerzbank Fulda;DRESDEFF530;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
53093200;VR Bank HessenLand;GENODE51ALS;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank HessenLand;;;;;VoBa
53093255;AgrarBank Alsfeld;GENODE51AGR;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;AgrarBank;;;;;VoBa
53240048;Commerzbank Bad Hersfeld;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
53250000;Spk Bad Hersfeld-Rotenburg;HELADEF1HER;banking-hs3.s-fints-pt-hs.de;https://banking-hs3.s-fints-pt-hs.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Bad Hersfeld-Rotenburg;;ja;;;Spk
53260145;Raiffeisenbank Asbach-Sorga;GENODEF1HFA;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Asbach-Sorga;;;;;VoBa
53261202;Bankverein Bebra -alt-;GENODEF1BEB;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Bankverein Bebra -alt-;;;;;VoBa
53261342;Raiffbk Werratal-Landeck;GENODEF1RAW;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Werratal-Landeck;;;;;VoBa
53262073;Raiffbk Haunetal -alt-;GENODEF1HNT;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Haunetal -alt-;;;;;VoBa
53262455;Raiffbk Ronshausen -alt-;GENODEF1ROH;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Ronshausen-Marksuhl -alt-;;;;;VoBa
53270012;Deutsche Bank Bad Hersfeld;DEUTDEFF532;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
53270024;Deutsche Bank PGK Bad Hersf;DEUTDEDB518;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
53280081;Commerzbank Bad Hersfeld;DRESDEFF532;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
53290000;VR-Bankverein Bad Hersfeld;GENODE51BHE;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR-Bankverein Bad Hersfeld-Rotenburg;;;;;VoBa
53340024;Commerzbank Marburg Lahn;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
53350000;Spk Marburg-Biedenkopf;HELADEF1MAR;banking-hs1.s-fints-pt-hs.de;https://banking-hs1.s-fints-pt-hs.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Marburg-Biedenkopf;;ja;;;Spk
53361724;Raiffbk Ebsdorfergrund;GENODEF1EBG;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank;;;;;VoBa
53370008;Deutsche Bank Marburg Lahn;DEUTDEFF533;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
53370024;Deutsche Bank PGK Marburg;DEUTDEDB533;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
53380042;Commerzbank Marburg Lahn;DRESDEFF533;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
53381843;Commerzbank Stadtallendf;DRESDEFF568;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
53390635;apoBank Gießen;DAAEDED1035;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;apoKennung/Alias;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;30060601;Bitte verwenden Sie Ihre 19stellige apoKennung oder Ihren Alias.;apoBank;;;;;ApoBk
54020090;UniCredit Bank-HypoVereinbk;HYVEDEMM482;hbci.hypovereinsbank.de;https://hbci-01.hypovereinsbank.de/bank/hbci;3.0;;ja;;;ja;;ja;;ja;;;;ja;ja;;Direct B@nking-Nummer;CR#1;70020270;;UniCredit Bank - HypoVereinsbank;;;ja;ja;Hypo
54030011;Service Credit Union;SCRUDE51XXX;;;;;;;;;;;;;;;;;;;;;;;Service Credit Union Overseas Headquarters;;;;;
54040042;Commerzbank Kaiserslautern;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
